Country,City,CO AQI Value,CO AQI Category
Unknown,Dragor,1,Good
United States of America,Dumont,1,Good
Unknown,Durres,1,Good
United States of America,East Providence,1,Good
Venezuela (Bolivarian Republic of),El Cafetal,1,Good
South Africa,Empangeni,1,Good
Brazil,Nao Me Toque,0,Good
United States of America,Naples,0,Good
Mexico,Naucalpan,2,Good
Russian Federation,Neftegorsk,1,Good
Romania,Negresti,1,Good
Unknown,Nesoddtangen,1,Good
United Republic of Tanzania,Newala,0,Good
China,Nianzishan,4,Good
Japan,Nichinan,1,Good
Brazil,Niquelandia,0,Good
Finland,Nivala,1,Good
United States of America,Norton Shores,1,Good
Slovenia,Novo Mesto,1,Good
United States of America,Oak Forest,1,Good
Japan,Ogawa,2,Good
Japan,Okegawa,2,Good
Slovakia,Roznava,1,Good
Poland,Rumia,1,Good
United States of America,Sachse,2,Good
Afghanistan,Sahrak,0,Good
United States of America,Saint Michael,1,Good
Israel,Sakhnin,1,Good
Oman,Salalah,0,Good
Mexico,Salvatierra,1,Good
Malta,San Gwann,1,Good
Guatemala,Santa Maria De Jesus,1,Good
Peru,Santa,0,Good
Brazil,Sao Mateus Do Sul,1,Good
Indonesia,Randudongkal,11,Good
United States of America,Reidsville,1,Good
France,Romilly Sur Seine,1,Good
Mexico,Acala,3,Good
Côte d'Ivoire,Agnibilekrou,1,Good
Sweden,Akersberga,1,Good
Japan,Akishima,1,Good
Turkey,Aksehir,1,Good
Malaysia,Alor Setar,1,Good
India,Ambahta,3,Good
Mexico,Ameca,1,Good
Japan,Arai,2,Good
Italy,Arcola,1,Good
Italy,Argenta,1,Good
India,Alwaye,1,Good
Brazil,Anastacio,0,Good
Brazil,Arcos,1,Good
United States of America,Arecibo,0,Good
Brazil,Altinho,0,Good
Madagascar,Ambatofinandrahana,1,Good
Italy,Angri,1,Good
Equatorial Guinea,Anisoc,2,Good
United Kingdom of Great Britain and Northern Ireland,Arbroath,0,Good
Russian Federation,Arzgir,1,Good
Unknown,Askoy,0,Good
Brazil,Atalaia,0,Good
Nigeria,Awka,8,Good
Brazil,Bacabal,1,Good
Germany,Bad Driburg,1,Good
Pakistan,Lalian,2,Good
Cyprus,Larnaca,1,Good
Cuba,Las Tunas,1,Good
Indonesia,Lasem,2,Good
United States of America,Lawton,1,Good
Germany,Leimen,1,Good
Russian Federation,Leningradskaya,1,Good
Poland,Libiaz,1,Good
Netherlands,Lichtenvoorde,0,Good
India,Kandi,3,Good
Indonesia,Karangampel,1,Good
Russian Federation,Karymskoye,1,Good
Australia,Katherine,0,Good
Lithuania,Kelme,1,Good
Pakistan,Khuzdar,0,Good
United Kingdom of Great Britain and Northern Ireland,Kilwinning,1,Good
Slovakia,Kolarovo,1,Good
Malaysia,Kota Bahru,2,Good
Iran (Islamic Republic of),Kuhdasht,1,Good
Zimbabwe,Kwekwe,1,Good
United States of America,Laguna Niguel,2,Good
United States of America,East Longmeadow,1,Good
United Kingdom of Great Britain and Northern Ireland,Eaton Socon,1,Good
Nigeria,Ede,2,Good
Turkey,Edremit,1,Good
South Africa,Ekangala,6,Good
Unknown,Eleusis,1,Good
Germany,Marienberg,1,Good
United States of America,Marion,1,Good
India,Maurawan,4,Good
Russian Federation,Mesker Yurt,1,Good
Iran (Islamic Republic of),Miandoab,1,Good
United States of America,Middleton,1,Good
India,Mihona,4,Good
Turkey,Milas,1,Good
China,Mingshui,6,Good
Uganda,Mityana,2,Good
France,Montmorency,1,Good
Russian Federation,Moshkovo,1,Good
United States of America,Moultrie,1,Good
South Africa,Mpophomeni,2,Good
United Republic of Tanzania,Mtimbira,0,Good
Germany,Mullheim,1,Good
India,Multai,2,Good
Russian Federation,Murmashi,1,Good
India,Naduvattam,2,Good
Yemen,Zabid,2,Good
Croatia,Zagreb,1,Good
Republic of North Macedonia,Zajas,1,Good
Poland,Zary,1,Good
Germany,Zittau,1,Good
Italy,Zola Predosa,1,Good
Japan,Zushi,1,Good
United States of America,Yonkers,1,Good
China,Yumen,0,Good
Ukraine,Yuzhne,1,Good
Philippines,Iriga,1,Good
United Republic of Tanzania,Itumba,0,Good
Latvia,Jurmala,2,Good
Poland,Gizycko,1,Good
Norway,Gjovik,0,Good
India,Gondal,0,Good
Serbia,Gornji Milanovac,1,Good
Senegal,Gossas,2,Good
United Kingdom of Great Britain and Northern Ireland,Greenock,1,Good
France,Grigny,2,Good
Italy,Grottammare,2,Good
Uzbekistan,Gurlan,1,Good
Cyprus,Guzelyurt,1,Good
United States of America,Haddonfield,1,Good
Turkey,Hadimkoy,1,Good
China,Hanzhong,2,Good
United States of America,Hemet,2,Good
India,Hoshiarpur,3,Good
Germany,Hoyerswerda,1,Good
Peru,Huaral,4,Good
China,Hunchun,1,Good
Unknown,Iguape,4,Good
Denmark,Herning,0,Good
Mexico,Hidalgo,1,Good
Pakistan,Kharian,3,Good
United Republic of Tanzania,Kibaha,1,Good
United States of America,Kilgore,1,Good
Democratic Republic of the Congo,Kinshasa,21,Good
United Kingdom of Great Britain and Northern Ireland,Kirkby,1,Good
Japan,Kitamoto,1,Good
Sri Lanka,Kolonnawa,0,Good
Russian Federation,Kostomuksha,1,Good
Russian Federation,Shchuchye,1,Good
Bangladesh,Shibganj,3,Good
Lithuania,Siauliai,1,Good
Turkey,Simav,1,Good
Colombia,Since,1,Good
Italy,Sinnai,1,Good
Uganda,Sironko,2,Good
India,Siswa Bazar,4,Good
Netherlands,Werkendam,1,Good
United States of America,West Babylon,2,Good
United States of America,West Puente Valley,4,Good
United States of America,West Sacramento,1,Good
Germany,Winnenden,1,Good
Poland,Wronki,1,Good
China,Xian,19,Good
France,Viry Chatillon,1,Good
Sweden,Visby,1,Good
Germany,Voerde,1,Good
Greece,Voula,2,Good
Republic of Moldova,Vulcanesti,1,Good
New Zealand,Waitakere,0,Good
South Africa,Warmbad,3,Good
United States of America,Warner Robins,1,Good
United States of America,Wausau,1,Good
Turkey,Erdemli,1,Good
Germany,Erftstadt,1,Good
China,Fangshan,4,Good
Italy,Fasano,1,Good
United States of America,Findlay,2,Good
Sweden,Finspang,1,Good
Pakistan,Fort Abbas,1,Good
Italy,Fossano,2,Good
Germany,Friedrichshafen,2,Good
Russian Federation,Georgiu Dezh,1,Good
Ethiopia,Ginir,0,Good
Indonesia,Madiun,6,Good
India,Malappuram,3,Good
India,Maler Kotla,4,Good
Philippines,Mamburao,1,Good
Philippines,Mankayan,1,Good
Cuba,Mantua,0,Good
Tunisia,Manzil Bu Ruqaybah,1,Good
Iran (Islamic Republic of),Marand,1,Good
Turkey,Mardin,1,Good
Indonesia,Margasari,10,Good
United Kingdom of Great Britain and Northern Ireland,Clydebank,1,Good
United States of America,Cocoa,1,Good
United States of America,Coffeyville,1,Good
Honduras,Comayagua,1,Good
United States of America,Culver City,3,Good
Poland,Dabrowa Gornicza,1,Good
Viet Nam,Phu Ly,8,Good
Brazil,Pirapora Do Bom Jesus,2,Good
Brazil,Piraquara,1,Good
India,Pithoragarh,2,Good
Germany,Plon,1,Good
United States of America,Pooler,2,Good
Mexico,Progreso,1,Good
Chile,Puerto Varas,1,Good
Poland,Pultusk,1,Good
India,Purna,1,Good
Canada,Quebec,1,Good
Poland,Radom,1,Good
India,Raichur,2,Good
India,Raipur,1,Good
United States of America,Opelika,1,Good
Belarus,Orsha,1,Good
Portugal,Ovar,0,Good
Philippines,Padada,1,Good
India,Palitana,1,Good
United States of America,Palmdale,1,Good
Brazil,Palmital,1,Good
Italy,Palo Del Colle,1,Good
Philippines,Panacan,1,Good
India,Panchla,9,Good
Greece,Patrai,1,Good
Brazil,Pelotas,0,Good
India,Periyapatti,1,Good
Canada,Peterborough,1,Good
France,Petit Bourg,0,Good
United States of America,Morris,1,Good
United Republic of Tanzania,Mtinko,0,Good
Mexico,Muzquiz,1,Good
Japan,Naka,1,Good
United States of America,Nanuet,1,Good
United Republic of Tanzania,Nanyamba,0,Good
United States of America,Naugatuck,1,Good
Japan,Niiza,1,Good
United States of America,North Miami Beach,1,Good
Italy,Novi Ligure,1,Good
Mexico,Ojo Caliente,1,Good
Netherlands,Oldebroek,0,Good
India,Takhatgarh,0,Good
Brazil,Tanabi,1,Good
Philippines,Tanauan,1,Good
Spain,Tarazona,0,Good
Indonesia,Tasikmalaya,1,Good
United States of America,Temple,0,Good
China,Tengzhou,3,Good
Mexico,Tesistan,2,Good
Myanmar,Thayetmyo,0,Good
Mexico,Tihuatlan,2,Good
Canada,Timmins,1,Good
India,Tiruvallur,1,Good
Japan,Toba,1,Good
Venezuela (Bolivarian Republic of),Villa Bruzual,2,Good
United States of America,Virginia Beach,1,Good
Brazil,Vitoria Do Mearim,1,Good
Czechia,Vlasim,1,Good
Russian Federation,Vostochnyy,1,Good
United States of America,Wantagh,1,Good
Nigeria,Warri,16,Good
France,We,0,Good
Spain,Tortosa,0,Good
Japan,Toyoshina,1,Good
Italy,Travagliato,1,Good
Bosnia and Herzegovina,Travnik,1,Good
Italy,Trentola Ducenta,1,Good
Brazil,Trindade,0,Good
Czechia,Trutnov,1,Good
Turkey,Turgutlu,1,Good
Unknown,Tutoia,1,Good
Nigeria,Uga,8,Good
Portugal,Unhos,1,Good
Russian Federation,Ustyuzhna,1,Good
France,Vanves,1,Good
Russian Federation,Verkhnyaya Salda,1,Good
Nigeria,Onitsha,11,Good
Romania,Otopeni,1,Good
Hungary,Ozd,1,Good
Brazil,Pacaembu,1,Good
United Kingdom of Great Britain and Northern Ireland,Paisley,1,Good
Guatemala,Palin,4,Good
Greece,Pallini,2,Good
United States of America,Palm Harbor,1,Good
Thailand,Prachuap Khiri Khan,0,Good
Brazil,Presidente Medici,1,Good
Unknown,Puerto Princesa,1,Good
Colombia,Puerto Wilches,2,Good
Indonesia,Purwodadi,1,Good
Italy,Qualiano,1,Good
India,Raisen,1,Good
Finland,Raisio,1,Good
Estonia,Rakvere,1,Good
Poland,Rawa Mazowiecka,1,Good
India,Rayachoti,0,Good
Italy,Reggello,1,Good
Germany,Renningen,1,Good
United States of America,Richton Park,2,Good
United States of America,Rockville,1,Good
United Kingdom of Great Britain and Northern Ireland,Royal Tunbridge Wells,1,Good
Albania,Rreshen,1,Good
Japan,Ryuo,1,Good
Russian Federation,Rzhev,0,Good
France,Salon De Provence,1,Good
Italy,Saluzzo,1,Good
Guatemala,San Pedro Carcha,3,Good
Japan,Sanjo,1,Good
Brazil,Santana Do Ipanema,0,Good
Brazil,Sao Joao De Pirabas,0,Good
United States of America,Westbrook,1,Good
Uganda,Wobulenzi,3,Good
Germany,Wolfhagen,0,Good
United States of America,Wooster,1,Good
China,Yangcun,4,Good
Nigeria,Yenagoa,8,Good
China,Yibin,5,Good
Mali,Yorosso,1,Good
Russian Federation,Yuzhnouralsk,1,Good
Russian Federation,Zheleznodorozhnyy,1,Good
Brazil,Paracambi,7,Good
Benin,Parakou,2,Good
Brazil,Paratinga,0,Good
Brazil,Passo Fundo,0,Good
Indonesia,Pati,2,Good
France,Pau,1,Good
United States of America,Pecan Grove,0,Good
Italy,Piazzola Sul Brenta,1,Good
Italy,Pietrasanta,1,Good
Philippines,Pililla,1,Good
United States of America,Plantation,1,Good
Spain,Plasencia,0,Good
Germany,Plochingen,1,Good
Italy,Scordia,1,Good
United States of America,Seminole,1,Good
Russian Federation,Sergiyev Posad,1,Good
Pakistan,Shujaabad,1,Good
Germany,Sinzig,0,Good
Armenia,Artashat,1,Good
Iran (Islamic Republic of),Ashtian,3,Good
Kyrgyzstan,At Bashi,0,Good
United States of America,Avon,1,Good
Romania,Baicoi,1,Good
Ukraine,Balta,1,Good
India,Baragaon,1,Good
India,Barpali,1,Good
United States of America,Barstow,1,Good
United States of America,Bay City,1,Good
France,Bernissart,1,Good
Madagascar,Betioky,0,Good
Germany,Birkenfeld,0,Good
Democratic Republic of the Congo,Bondo,2,Good
Central African Republic,Bouar,2,Good
Belgium,Brugge,1,Good
Uganda,Bugiri,5,Good
Netherlands,Bunnik,1,Good
Brazil,Buri,0,Good
Turkmenistan,Buzmeyin,1,Good
Ecuador,Calceta,1,Good
Italy,Campobasso,1,Good
Brazil,Campos Novos,0,Good
Brazil,Capinopolis,1,Good
Turkey,Carsamba,1,Good
Brazil,Castelo,1,Good
Spain,Castrillon,0,Good
Lao People's Democratic Republic,Champasak,0,Good
Thailand,Chon Buri,0,Good
United States of America,South Sioux City,1,Good
Canada,Spruce Grove,1,Good
India,Srivardhan,0,Good
Germany,Stuttgart,1,Good
Japan,Suita,1,Good
United States of America,Sumter,2,Good
India,Achalpur,1,Good
Mexico,Agua Prieta,2,Good
Pakistan,Ahmadpur Sial,1,Good
Japan,Ako,1,Good
Spain,Albal,0,Good
India,Ambajogai,1,Good
Madagascar,Arivonimamo,0,Good
United States of America,Vadnais Heights,1,Good
Finland,Vammala,1,Good
Finland,Varkaus,1,Good
Sweden,Vasterhaninge,1,Good
Madagascar,Vavatenina,1,Good
Germany,Velen,1,Good
Spain,Velez Malaga,2,Good
Russian Federation,Velikie Luki,1,Good
Russian Federation,Velsk,1,Good
Germany,Verl,2,Good
Poland,Debno,0,Good
Germany,Ditzingen,1,Good
Canada,Duncan,1,Good
United States of America,East Bridgewater,1,Good
Brazil,Itabaiana,1,Good
Brazil,Ituverava,1,Good
South Africa,Jan Kempdorp,3,Good
Serbia,Gnjilane,2,Good
India,Gola Bazar,4,Good
Mexico,Gomez Palacio,1,Good
Portugal,Grijo,1,Good
United States of America,Gulf Gate Estates,1,Good
India,Masila,3,Good
Senegal,Matam,1,Good
United Republic of Tanzania,Matamba,1,Good
Brazil,Matozinhos,6,Good
United Republic of Tanzania,Matui,0,Good
India,Mauganj,1,Good
Russian Federation,Mayma,1,Good
Russian Federation,Mayskiy,1,Good
United States of America,Melbourne,1,Good
Malaysia,Mersing,1,Good
Poland,Miastko,1,Good
United States of America,Missoula,1,Good
Pakistan,Mithi,1,Good
Myanmar,Mogok,0,Good
France,Mont De Marsan,1,Good
Switzerland,Montreux,1,Good
Unknown,Montrose,0,Good
Spain,Monzon,1,Good
United States of America,Lake Ronkonkoma,1,Good
Unknown,Le Pradet,1,Good
India,Leh,0,Good
United States of America,Leisure City,1,Good
Poland,Leszno,1,Good
United States of America,Louisville,1,Good
Czechia,Louny,1,Good
India,Mahalingpur,0,Good
Nepal,Mahendranagar,2,Good
India,Majalgaon,1,Good
India,Malaut,1,Good
Unknown,Malibu,2,Good
India,Mamallapuram,1,Good
Turkey,Manavgat,2,Good
Brazil,Maraial,0,Good
India,Kannad,1,Good
India,Katangi,1,Good
United States of America,Kennett,2,Good
France,Illkirch Graffenstaden,1,Good
Turkey,Imamoglu,1,Good
United States of America,Irondequoit,1,Good
Japan,Isawa,1,Good
United States of America,Issaquah,2,Good
Brazil,Itaberaba,0,Good
Japan,Iwatsuki,1,Good
India,Jammalamadugu,0,Good
Poland,Jaroslaw,1,Good
Cuba,Jatibonico,1,Good
United States of America,Jenks,1,Good
India,Jhusi,1,Good
Romania,Jimbolia,1,Good
Jordan,Judayta,1,Good
Argentina,Jujuy,0,Good
Philippines,Kabacan,1,Good
Afghanistan,Kabul,0,Good
Japan,Hadano,1,Good
United States of America,Hanford,2,Good
Germany,Harsum,0,Good
Belgium,Herstal,1,Good
Côte d'Ivoire,Hire,2,Good
India,Igatpuri,1,Good
India,Kopaganj,3,Good
Russian Federation,Kovdor,1,Good
Serbia,Kovin,1,Good
Unknown,Kronshtadt,1,Good
Russian Federation,Kurgan,1,Good
United States of America,La Canada Flintridge,4,Good
United States of America,La Riviera,2,Good
France,La Roche Sur Yon,1,Good
Pakistan,Topi,3,Good
Azerbaijan,Tovuz,1,Good
Japan,Toyooka,1,Good
Australia,Traralgon,0,Good
Brazil,Tres Coroas,1,Good
Togo,Tsevie,2,Good
Japan,Tsubame,3,Good
United States of America,Tuskegee,2,Good
Philippines,Tuyom,1,Good
Netherlands,Tynaarlo,1,Good
Costa Rica,Esparta,1,Good
Ukraine,Feodosiya,1,Good
Italy,Fermo,2,Good
Unknown,Ficarazzi,1,Good
Comoros,Fomboni,0,Good
Russian Federation,Gzhatsk,1,Good
Bangladesh,Habiganj,3,Good
India,Akhnur,2,Good
Cuba,Alquizar,1,Good
United States of America,Amarillo,1,Good
Germany,Amberg,1,Good
United States of America,Anaheim,3,Good
France,Annecy Le Vieux,1,Good
Chile,Antofagasta,1,Good
Belgium,Antwerp,1,Good
Indonesia,Astanajapura,1,Good
Italy,Avigliana,1,Good
Turkey,Babaeski,1,Good
Russian Federation,Bachatskiy,1,Good
India,Baduria,6,Good
France,Baie Mahault,0,Good
China,Baiyin,1,Good
Russian Federation,Balashov,1,Good
Russian Federation,Balezino,1,Good
Brazil,Balsas,1,Good
Venezuela (Bolivarian Republic of),Barcelona,4,Good
India,Barwaha,1,Good
Uruguay,Canelones,1,Good
Italy,Cassano Delle Murge,1,Good
Italy,Castel San Giorgio,2,Good
Myanmar,Chauk,0,Good
Sri Lanka,Chavakachcheri,0,Good
Zimbabwe,Chegutu,1,Good
Italy,Chieti,2,Good
Zambia,Chililabombwe,1,Good
Guatemala,Chimaltenango,3,Good
Indonesia,Cikarang,3,Good
Canada,Collingwood,1,Good
United States of America,Columbine,1,Good
France,Comines,1,Good
Brazil,Conceicao Da Feira,1,Good
Italy,Cormano,1,Good
Italy,Cortona,1,Good
Brazil,Cruzilia,1,Good
Ghana,Akwatia,4,Good
United States of America,Alameda,1,Good
Pakistan,Alipur Chatha,3,Good
Italy,Alzano Lombardo,1,Good
Ecuador,Ambato,1,Good
Afghanistan,Anar Darreh,1,Good
Unknown,Angra Dos Reis,4,Good
Belgium,Ans,1,Good
Unknown,Armacao Dos Buzios,2,Good
Belgium,Aywaille,1,Good
Philippines,Baculongan,0,Good
Germany,Bad Oldesloe,0,Good
Switzerland,Bad Sackingen,1,Good
Thailand,Ban Tak,0,Good
China,Baoding,4,Good
Italy,Baronissi,1,Good
Indonesia,Batu,1,Good
United States of America,Beacon,1,Good
Belgium,Vilvoorde,1,Good
Netherlands,Voerendaal,1,Good
Croatia,Vukovar,1,Good
Pakistan,Warburton,3,Good
Germany,Weingarten,1,Good
Germany,Wertheim,1,Good
United States of America,West Freehold,1,Good
United States of America,Whitman,1,Good
China,Wuda,1,Good
China,Xifeng,3,Good
China,Yantai,3,Good
Russian Federation,Yaroslavskiy,1,Good
United States of America,Yorba Linda,3,Good
Azerbaijan,Zabrat,1,Good
Poland,Zyrardow,1,Good
Switzerland,Thalwil,1,Good
Myanmar,Tharrawaddy,0,Good
France,Thionville,1,Good
Mexico,Tianguistenco,4,Good
Greece,Tirnavos,1,Good
Japan,Tobe,1,Good
Japan,Tomiya,1,Good
Iran (Islamic Republic of),Tonekabon,1,Good
Spain,Torre Del Campo,1,Good
Russian Federation,Totma,1,Good
Italy,Treviglio,2,Good
China,Tucheng,3,Good
Latvia,Tukums,1,Good
Kyrgyzstan,Tyup,0,Good
Netherlands,Uitgeest,0,Good
India,Unnao,2,Good
Russian Federation,Ust Ilimsk,1,Good
Pakistan,Utmanzai,1,Good
India,Vadakku Valliyur,0,Good
Mexico,Valle De Santiago,1,Good
Denmark,Varde,0,Good
Ukraine,Vasylivka,1,Good
Malaysia,Bedong,1,Good
Russian Federation,Beloyarskiy,1,Good
India,Belsand,3,Good
Turkey,Bergama,1,Good
United Republic of Tanzania,Biharamulo,1,Good
India,Bijnor,3,Good
Unknown,Bognor Regis,1,Good
Italy,Bologna,1,Good
Turkey,Bozova,1,Good
United States of America,Brewster,1,Good
United States of America,Broadview Heights,1,Good
Germany,Buchen,1,Good
Ukraine,Burshtyn,1,Good
Chile,Calera,6,Good
Italy,Caltanissetta,1,Good
Philippines,Calumpit,1,Good
Romania,Giurgiu,1,Good
Pakistan,Gojra,5,Good
India,Gokak,2,Good
Canada,Grosse Ile,1,Good
Brazil,Guaruja,1,Good
United States of America,Guthrie,1,Good
United States of America,Hamden,1,Good
Belgium,Hamme,1,Good
India,Hirakud,2,Good
Netherlands,Hoorn,0,Good
United States of America,Horn Lake,1,Good
Nigeria,Igede,2,Good
Nigeria,Ikorodu,2,Good
Brazil,Indaiatuba,1,Good
Poland,Inowroclaw,1,Good
Brazil,Ipanema,0,Good
Brazil,Iracemapolis,2,Good
Russian Federation,Ivdel,1,Good
Japan,Iwai,1,Good
India,Jaggayyapeta,3,Good
Brazil,Jandaia Do Sul,1,Good
China,Jiuquan,1,Good
Afghanistan,Jurm,0,Good
India,Kallidaikurichchi,1,Good
Japan,Kamiiso,1,Good
United Republic of Tanzania,Kasamwa,1,Good
Russian Federation,Kashin,1,Good
Poland,Kedzierzyn Kozle,1,Good
Nigeria,Duku,2,Good
Philippines,Dulag,1,Good
Canada,Elliot Lake,1,Good
Myanmar,Dawei,0,Good
Romania,Dej,1,Good
Spain,Denia,1,Good
Ethiopia,Dilla,1,Good
Thailand,Photharam,0,Good
Italy,Pioltello,2,Good
Bulgaria,Popovo,1,Good
Cambodia,Pousat,0,Good
Croatia,Pozega,1,Good
Unknown,Probolinggo,1,Good
Colombia,Puerto Colombia,1,Good
India,Pullampadi,0,Good
Peru,Puno,0,Good
Tunisia,Qabis,1,Good
India,Rajpipla,0,Good
France,Rambouillet,2,Good
United Kingdom of Great Britain and Northern Ireland,Omagh,1,Good
Burkina Faso,Orodara,1,Good
Kazakhstan,Oskemen,1,Good
Poland,Ostrowiec Swietokrzyski,1,Good
Brazil,Otacilio Costa,2,Good
Nigeria,Ozubulu,10,Good
Afghanistan,Pagman,0,Good
Philippines,Pamplona,1,Good
United States of America,Peoria,1,Good
Unknown,Permatang Kuching,2,Good
Russian Federation,Persianovskiy,1,Good
Brazil,Pesqueira,0,Good
Viet Nam,Phan Rang,1,Good
United States of America,Rancho Palos Verdes,2,Good
Germany,Ratisbon,1,Good
Belgium,Ravels,1,Good
United States of America,Raytown,1,Good
Bulgaria,Razlog,1,Good
Brazil,Realeza,1,Good
Germany,Recklinghausen,1,Good
India,Renukut,3,Good
Italy,Rezzato,2,Good
Belgium,Rijkevorsel,1,Good
United States of America,River Falls,1,Good
Brazil,Rolante,1,Good
Russian Federation,Roshal,1,Good
Unknown,Rovinj,1,Good
China,Rucheng,4,Good
Guatemala,Sacapulas,2,Good
Japan,Sagae,1,Good
Canada,Saint Georges,1,Good
France,Saint Maurice,2,Good
France,Saint Nazaire,1,Good
France,Saint Pierre Des Corps,1,Good
India,Sakti,2,Good
Philippines,Sampaloc,1,Good
Tunisia,Qurbah,1,Good
Chile,Temuco,0,Good
Mexico,Tenosique,1,Good
Russian Federation,Tikhvin,1,Good
Russian Federation,Lakinsk,1,Good
Unknown,Lamu,0,Good
France,Laval,1,Good
United States of America,Los Alamitos,3,Good
Spain,Los Corrales De Buelna,1,Good
Italy,Lugo,1,Good
United Kingdom of Great Britain and Northern Ireland,Lurgan,0,Good
Netherlands,Maasbracht,1,Good
United States of America,Madison,1,Good
United States of America,Madisonville,1,Good
India,Mahad,0,Good
Pakistan,Malakwal,2,Good
India,Manchar,1,Good
United States of America,Manitowoc,1,Good
Sudan,Marabba,1,Good
Brazil,Maracaju,1,Good
Brazil,Maracana,0,Good
Niger,Mayahi,2,Good
India,Mehnagar,3,Good
Germany,Meppen,0,Good
Belgium,Middelkerke,1,Good
Germany,Monheim,1,Good
Switzerland,Monthey,1,Good
United States of America,Mount Dora,1,Good
India,Munak,2,Good
India,Naenwa,1,Good
Hungary,Nagykallo,1,Good
United States of America,New Brunswick,2,Good
India,Nihtaur,3,Good
China,Ningbo,5,Good
Brazil,Niteroi,5,Good
Unknown,Kanniyakumari,0,Good
Poland,Ketrzyn,0,Good
India,Khem Karan,2,Good
Serbia,Kikinda,1,Good
India,Kiratpur,3,Good
United Republic of Tanzania,Kitama,0,Good
Russian Federation,Kolchugino,1,Good
Burkina Faso,Kombissiri,2,Good
Norway,Kongsberg,0,Good
Greece,Korinthos,1,Good
Uzbekistan,Kosonsoy,1,Good
South Africa,Ladybrand,3,Good
Thailand,Laem Sing,1,Good
Sweden,Norrtalje,1,Good
United Kingdom of Great Britain and Northern Ireland,Northwich,1,Good
Ukraine,Nova Kakhovka,1,Good
Russian Federation,Novaya Usman,1,Good
Russian Federation,Novotroitsk,1,Good
Philippines,Obando,1,Good
United States of America,Oildale,2,Good
China,Jinchang,0,Good
United States of America,Justice,2,Good
Sierra Leone,Kabala,1,Good
Japan,Kainan,1,Good
Japan,Kamiichi,1,Good
Japan,Kaminoyama,1,Good
United Republic of Tanzania,Morogoro,1,Good
United Republic of Tanzania,Musoma,1,Good
Democratic Republic of the Congo,Mwene Ditu,2,Good
India,Nahan,1,Good
Japan,Nakamura,1,Good
Zambia,Nakonde,0,Good
Belgium,Namur,1,Good
Colombia,Natagaima,1,Good
United States of America,New Brighton,1,Good
United States of America,Newberry,2,Good
Belgium,Nijlen,1,Good
India,Nilokheri,1,Good
Germany,Donzdorf,0,Good
United Kingdom of Great Britain and Northern Ireland,Dorchester,0,Good
United States of America,Easthampton,1,Good
Austria,Eisenstadt,1,Good
United States of America,Elk River,1,Good
Central African Republic,Mobaye,2,Good
Ghana,Sunyani,1,Good
Hungary,Szigetszentmiklos,1,Good
Brazil,Tambau,1,Good
Pakistan,Tando Ghulam Ali,1,Good
Brazil,Tapes,0,Good
Germany,Viersen,1,Good
Netherlands,Vlaardingen,1,Good
Panama,Volcan,2,Good
Germany,Waltrop,1,Good
Democratic Republic of the Congo,Wamba,1,Good
Somalia,Wanlaweyn,0,Good
Algeria,Warqla,1,Good
China,Huanren,3,Good
Mexico,Huauchinango,4,Good
United States of America,Huntsville,1,Good
Brazil,Ibimirim,0,Good
Nigeria,Ilawe,4,Good
Russian Federation,Ostrogozhsk,1,Good
Spain,Osuna,1,Good
Brazil,Ouro Branco,2,Good
Chile,Ovalle,1,Good
Gabon,Oyem,2,Good
India,Palasa,2,Good
Mexico,Palenque,2,Good
United States of America,Paradise,2,Good
Brazil,Paraiba Do Sul,2,Good
Brazil,Passos,2,Good
Ukraine,Pavlohrad,1,Good
Unknown,Perai,2,Good
France,Pessac,1,Good
Italy,Pianoro,1,Good
United States of America,Pine Bluff,1,Good
Poland,Piotrkow Trybunalski,1,Good
Greece,Pirgos,1,Good
Jamaica,Portmore,1,Good
South Africa,Potgietersrus,2,Good
Slovakia,Presov,1,Good
Uzbekistan,Pskent,1,Good
China,Puli,2,Good
India,Pushkar,1,Good
China,Qinggang,2,Good
China,Qixingtai,2,Good
Germany,Reichenbach,1,Good
United States of America,Reno,1,Good
Austria,Ried,1,Good
Italy,Rivarolo Canavese,1,Good
Czechia,Rychnov Nad Kneznou,1,Good
France,Saint Remy De Provence,1,Good
France,Sainte Suzanne,1,Good
Austria,Salzburg,1,Good
Mexico,San Buenaventura,1,Good
Mexico,San Salvador El Seco,2,Good
United States of America,San Sebastian,1,Good
Italy,Santeramo In Colle,1,Good
Brazil,Sao Francisco,0,Good
Brazil,Sao Jose Dos Pinhais,1,Good
France,Sarrebourg,1,Good
India,Satna,1,Good
Indonesia,Sawangan,5,Good
Germany,Schwabisch Gmund,1,Good
Russian Federation,Shalushka,1,Good
India,Shirwal,0,Good
United States of America,Sylacauga,1,Good
China,Taipei,3,Good
China,Taiyuan,2,Good
Spain,Talavera De La Reina,1,Good
Ukraine,Stakhanov,1,Good
United States of America,Statesboro,2,Good
China,Suao,2,Good
Japan,Sukumo,1,Good
United States of America,Westmont,4,Good
Germany,Wolgast,1,Good
United Kingdom of Great Britain and Northern Ireland,Wolverhampton,1,Good
China,Yangmei,2,Good
United States of America,Zachary,2,Good
Myanmar,Ye,0,Good
China,Yichun,2,Good
Mexico,Zacatecas,1,Good
Mexico,Zacatelco,4,Good
Croatia,Zadar,1,Good
Philippines,Zamboanga,1,Good
Peru,Zarumilla,1,Good
Kazakhstan,Zaysan,1,Good
